Epoch	Timestep	Runtime_in_h	Avg_Epi_Ret	Std_Epi_Ret	Max_Epi_Ret	Min_Epi_Ret	Avg_Eval_ret	Std_Eval_ret	Max_Eval_ret	Min_Eval_ret	Avg_Q_val	Std_Q_val	Max_Q_val	Min_Q_val	Critic_loss	Actor_loss	Avg_Actor_CurFE	Std_Actor_CurFE	Avg_Actor_ExtMemory	Std_Actor_ExtMemory	Avg_Critic_CurFE	Std_Critic_CurFE	Avg_Critic_ExtMemory	Std_Critic_ExtMemory
43	214999	8.178607700003518	1074.0016	37.002197	1125.963	1042.6588	1086.574	70.47871	1180.4331	932.3774	42.400795	0.6036985	43.82966	39.47619	0.9515537	-42.295937	0.13032195	0.002774631	0.02441746	0.002209584	0.55842036	0.00492846	-0.017154519	0.001531659
44	219999	8.379984105825423	910.14294	191.57541	1101.7184	718.56757	1085.9269	27.23262	1134.1046	1048.1361	42.29902	0.7175703	44.008144	38.284412	0.86290157	-42.18851	0.12752905	0.0027812007	0.022343757	0.0021144054	0.56208706	0.004828263	-0.016631735	0.0014014282
45	224999	8.581428796450297	758.8944	401.12918	1040.7803	67.555	1066.9648	47.646275	1130.5062	952.7501	42.255367	0.74824166	44.069874	38.889645	0.86546046	-42.1424	0.12607484	0.0028877568	0.021079134	0.002384545	0.56027913	0.005142041	-0.015161191	0.0012884195
46	229999	8.78262519756953	839.0583	354.09308	1095.173	338.33908	1136.8994	63.236263	1219.467	1042.3606	42.269604	0.7369258	44.182823	39.101395	0.9582732	-42.154346	0.12450852	0.0026675044	0.020085873	0.0023187804	0.55951464	0.0049238163	-0.013680417	0.0014248897
47	234999	8.983664727210998	1002.0796	32.227417	1034.307	969.8522	1080.5612	24.986795	1123.9872	1046.0508	42.28125	0.733651	44.1299	38.878983	0.9961956	-42.163513	0.12507917	0.0025190953	0.018237988	0.0023819834	0.55782044	0.004922233	-0.012095787	0.001565233
48	239999	9.184955110748609	1052.0223	37.130585	1104.2941	1021.5543	1121.5278	23.126656	1162.9576	1081.569	42.241436	0.69550973	44.04866	39.197422	1.035189	-42.121346	0.12501308	0.0025168033	0.019313866	0.0021621932	0.55686194	0.004747821	-0.009148561	0.001712372
49	244999	9.386060086753634	1102.8586	0.028259343	1102.8868	1102.8303	1053.059	105.789345	1202.7043	888.7202	42.125996	0.70139915	43.857773	39.08276	0.9225834	-42.001564	0.12570211	0.0026220493	0.017046751	0.002452481	0.555341	0.004846495	-0.007124788	0.0012151146
50	249999	9.587144588894315	1134.34	20.638618	1157.9824	1107.6963	1080.3069	88.02891	1191.925	939.3801	42.040512	0.6912378	43.730984	39.164646	0.9286187	-41.913948	0.12627399	0.002708156	0.014521187	0.0021754794	0.5549376	0.004879539	-0.0060659694	0.0015437602
51	254999	9.788196641405424	851.34424	170.71115	1022.05536	680.63306	1071.3774	103.26478	1228.5651	901.88	41.810883	0.7124127	43.675102	38.66783	0.99188787	-41.684975	0.12548946	0.0026027749	0.0136049725	0.002427995	0.55200857	0.0050281547	-0.0039863954	0.0017253809
52	259999	9.989133117927445	1072.0492	90.84472	1144.0784	943.90436	1104.9008	57.44615	1190.9867	1029.1697	41.680325	0.74054205	43.590176	38.395367	0.9121336	-41.552376	0.12615846	0.0028025915	0.012467303	0.002575881	0.55114406	0.0050130547	-0.0005686626	0.0013879968
53	264999	10.190600098305278	1004.8804	38.807373	1043.6877	966.073	1124.4739	45.335674	1183.5454	1061.0284	41.608295	0.7123936	43.410618	38.60397	0.8345625	-41.476963	0.12590396	0.002582472	0.009231091	0.0021598474	0.55066013	0.0050584753	0.0014336143	0.0018205107
54	269999	10.391944049729242	1066.2743	57.805565	1125.8251	987.9963	1122.4597	54.364082	1196.9674	1068.5627	41.444763	0.71502084	43.668953	37.675674	1.0162861	-41.309193	0.12714154	0.0026463794	0.00996922	0.0024866713	0.54883695	0.005011216	0.0026952606	0.0013163252
55	274999	10.592840066949526	1032.5686	9.266388	1041.835	1023.3022	1121.2726	86.10282	1224.849	1016.658	41.391346	0.705587	43.427322	38.232628	1.0039376	-41.265137	0.12701432	0.002779568	0.0071596983	0.0025216816	0.54786634	0.0050534564	0.0029055055	0.0014003322
